trial,file,d_mm,fs,N_raw,t_end_raw,t_start_A,t_start_B,t_start,B_preswing_mm,T,N,bin_Hz,halfbin_Hz,d_track_mm,A_mm,eta_leak,xi_leak,method,f1,f2,f1_early,f2_early,a_xi_early,f1_late,f2_late,a_xi_late,f1_rect,f2_rect,f1_hann,f2_hann,f1_hamming,f2_hamming,f1_blackman,f2_blackman,f1_winspread,f2_winspread,f1A_rect,f2A_rect,f1A_hann,f2A_hann,f1A_hamming,f2A_hamming,f1A_blackman,f2A_blackman,f1_A,f2_A,rA,f1_B,f2_B,rB,ratio_pred,T_beat_fft,T_beat_env,dT_beat_env,n_beats,tau_s,env_minmax
1,28.5_1.txt,28.5,119.38663745892663,1309,10.956,0.243,0.293,0.293,nan,10.662834862385347,1274,0.09378369006985571,0.046891845034927854,30.624990113309114,2.7983896616972577,0.03054176209303961,0.07089735228179361,eta/xi,6.4059341143756425,7.789969525497994,6.404551502700314,7.790285960298567,1.9088983263702686,6.407599405823275,7.789757628850586,1.387615425033794,6.4059341143756425,7.789969525497994,6.406029538224301,7.789972084870816,6.405991340606938,7.789967948675965,6.40607991034845,7.790013091243801,7.289798640375267e-05,2.2571283917915963e-05,6.40538223615952,7.791891304034072,6.4060171802947234,7.789875426671341,6.40580369766689,7.790530427338378,6.406051506610398,7.789937103680275,6.4060171802947234,7.789875426671341,0.5366318837075018,6.40604187074035,7.7900578371356195,0.6358047079365374,0.6762284180771894,0.7225248660285891,0.7189127129751,0.00265859303450843,14,27.735921739382082,0.2699245972738386
2,28.5_2.txt,28.5,119.38663745892663,1309,10.956,0.159,0.226,0.226,nan,10.729844036697237,1282,0.0931979995776165,0.04659899978880825,30.591066404620808,2.7753806692788046,0.033435332237823544,0.07097240770500121,eta/xi,6.405847550953288,7.791607409894092,6.4056012804973275,7.793699331379467,1.976183253616954,6.408183093179821,7.791656435783526,1.4334664595887137,6.405847550953288,7.791607409894092,6.405793733533554,7.791506998324388,6.405800905482326,7.7915388054311165,6.405820257044565,7.79148524275355,2.6908709866990677e-05,6.108357027079236e-05,6.404831926821725,7.794981967275382,6.405793628417861,7.791389772542724,6.405489210091375,7.792481049744519,6.405800702595765,7.791341814075309,6.405793628417861,7.791389772542724,0.5269661696702775,6.405792254771949,7.791609625554926,0.6238556217365985,0.6759258782166511,0.7216257517838214,0.7102849298434963,0.003096778214568848,15,22.929965419117273,0.3012391179002331
3,28.5_3.txt,28.5,119.38663745892663,1309,10.956,0.201,0.293,0.293,nan,10.662834862385347,1274,0.09378369006985571,0.046891845034927854,30.507688840394003,2.8619434734964155,0.035017056703124036,0.06401012408386415,eta/xi,6.4067878818085235,7.794130267109352,6.4059253880319105,7.795344086773422,2.110318366277216,6.409194711461699,7.7939431312637835,1.524397079745186,6.4067878818085235,7.794130267109352,6.406710879918094,7.794034796064517,6.406725827131245,7.794071502820636,6.406743654154692,7.794037796115626,3.850094521462566e-05,4.773552241754686e-05,6.405996965524999,7.796944624507816,6.406696744141301,7.793971294245523,6.4064688276785455,7.794886688998735,6.406696085127544,7.793972455865623,6.406696744141301,7.793971294245523,0.5531911895457841,6.406725687114174,7.794091895929305,0.6503550346455685,0.675686700354047,0.7208026011424439,0.7164896133682848,0.003113606345272941,14,27.975738564274295,0.28884771949284993
4,28.5_4.txt,28.5,119.38253562294481,1308,10.948,0.059,0.117,0.117,nan,10.830729915837784,1294,0.09232988060552588,0.04616494030276294,30.511257066062697,3.036917268660204,0.024703299916277864,0.07271805820870024,eta/xi,6.406058519239305,7.794845038477285,6.403483035234275,7.796359024121519,2.2562540235119535,6.408629245370467,7.795760652045753,1.6359577938730188,6.406058519239305,7.794845038477285,6.406162013282057,7.794736043552625,6.4061198404692785,7.794774388504938,6.4061734339620955,7.7947116032455135,5.745736139539659e-05,6.671761588572522e-05,6.404959638245182,7.797454299608682,6.406097490686142,7.794658315294612,6.405733747724165,7.795538930508867,6.406083337732946,7.794617956125992,6.406097490686142,7.794658315294612,0.5709795415809974,6.40623123261855,7.7948048351908374,0.6715828989355203,0.6754089815568505,0.7200530723387887,0.7123664881407796,0.002834582679976568,15,29.809157084615233,0.2710643327559677
5,28.5_5.txt,28.5,119.37984496124031,1310,10.965,0.084,0.151,0.151,nan,10.814220779220772,1292,0.09247083265781594,0.04623541632890797,30.45745998027433,2.9428731863275637,0.025703748553223875,0.0711827073586311,eta/xi,6.406548919304272,7.79513670606318,6.404150315207284,7.794891766096308,2.1700726314105645,6.4082406269036545,7.79630038954104,1.5719859783227081,6.406548919304272,7.79513670606318,6.406544746873391,7.795055875975872,6.406535672366179,7.7950801342714415,6.4065664882230156,7.795080349426158,1.5407928418476047e-05,4.041504365392967e-05,6.405506102806619,7.798377331306846,6.406604448947934,7.795021892234393,6.406253804225644,7.796067844030568,6.406642201092812,7.795036230997118,6.406604448947934,7.795021892234393,0.5476226661241198,6.406482729253263,7.795083691175232,0.6422945521591497,0.6754618442428733,0.7201561251911139,0.7130847020626429,0.0024848845098055686,15,29.207672169026186,0.3012126190940691
1,31.0_1.txt,31.0,119.37796815345935,1283,10.739,-0.0,0.042,0.042,nan,10.697116224648987,1278,0.09348313872627984,0.04674156936313992,32.0413991125803,2.5614541141770664,0.03925664472627938,0.07915590202464248,eta/xi,6.41244474145741,7.516281202943537,6.411099667491849,7.517373200520261,1.8547756445094827,6.415328167530196,7.5175457096984974,1.3533362824024349,6.41244474145741,7.516281202943537,6.412583840399702,7.516215084416352,6.412532031500411,7.516231742343503,6.412595096639852,7.516190484925076,7.517759122110945e-05,4.53590092304168e-05,6.41118485326287,7.519634284118012,6.41255666001617,7.516185572435307,6.412124392713636,7.517220124369225,6.412537075586933,7.516187818443311,6.41255666001617,7.516185572435307,0.5445193991205298,6.412612057215159,7.516238708248876,0.6600900844929535,0.7278489029388818,0.9059312995094139,0.9012919825883944,0.0054821658201816914,11,28.70672948428558,0.27518991047235597
2,31.0_2.txt,31.0,119.38253562294481,1308,10.948,0.042,0.092,0.092,nan,10.855859219586845,1297,0.09211615403004998,0.04605807701502499,32.152957302720054,3.0023635940555167,0.03113586453454894,0.08271078528862398,eta/xi,6.411240458789369,7.517696659469822,6.409570612240941,7.518951536432677,2.2944591760713244,6.413790917880856,7.519609297371777,1.6588499993691475,6.411240458789369,7.517696659469822,6.41134404100962,7.517560586604726,6.411298936987382,7.517599757427458,6.411353944734203,7.517552380675316,5.674297241675674e-05,7.21393972527018e-05,6.409820724530031,7.52127644495362,6.411355597138382,7.517478379199453,6.410869129358063,7.5186585372366,6.411364993821417,7.517486668630838,6.411355597138382,7.517478379199453,0.5772921653897768,6.411334481576053,7.517635955827895,0.6993693220393227,0.7273015879483602,0.9037863400151008,0.8932408922370672,0.004325132948405848,12,26.752144020752965,0.28441781305378677
3,31.0_3.txt,31.0,119.38515450780503,1500,12.556,0.302,0.369,0.369,nan,12.18744496330888,1456,0.08205165258268382,0.04102582629134191,31.98692884067448,3.0145579179869904,0.038360432203744355,0.08273606228202941,eta/xi,6.411547806244279,7.517770971419542,6.407944705415657,7.517245856841661,2.324488975514584,6.413466861508623,7.518435690204941,1.6208210370738094,6.411547806244279,7.517770971419542,6.411690959742948,7.51766942544803,6.411632331887189,7.517702047549446,6.411716404768553,7.517671734468883,8.42992621370442e-05,5.0772985755731526e-05,6.411226843654423,7.518041072996808,6.41172145906744,7.51767828014435,6.411540197900864,7.5178310065575,6.411763798907351,7.517705878909183,6.41172145906744,7.51767828014435,0.5869013286053024,6.41165618169731,7.517660871065232,0.7104407563062627,0.7273569417896463,0.9039767304471215,0.89642452330858,0.0034912449652557452,13,29.845689255810154,0.24556358014691915
4,31.0_4.txt,31.0,119.37922801432552,1501,12.565,0.059,0.117,0.117,nan,12.447726666666652,1487,0.08033595424920972,0.04016797712460486,31.891852719546936,3.2294143629629795,0.04435448717487366,0.07425038207123456,eta/xi,6.408236508958319,7.517593398617378,6.405628928459127,7.518322197932042,2.420831226207297,6.410169344174976,7.517836174773629,1.62652230671799,6.408236508958319,7.517593398617378,6.40825286353506,7.517476235584346,6.408232254203892,7.5175188390658185,6.40827907431636,7.5174763286451185,2.3410056233963417e-05,5.858151651594312e-05,6.407266539322095,7.520064794358519,6.4083071577541375,7.5174753726920525,6.407968270394061,7.518268706205463,6.408330440415242,7.5175175295757235,6.4083071577541375,7.5174753726920525,0.5900843576763957,6.40819195462999,7.5174733631486035,0.7258683837918775,0.726640163356907,0.9014231662700827,0.8965978974358968,0.0036669237966145455,13,27.055722866273783,0.23901735784996422
5,31.0_5.txt,31.0,119.37812326485286,1506,12.607,0.243,0.302,0.302,nan,12.305437209302314,1470,0.08126488990119331,0.040632444950596654,32.18857452999073,3.19895577761629,0.046215058871887,0.07850545955620998,eta/xi,6.408194502770441,7.5174691390196005,6.406536522353308,7.51861588097211,2.4570193620065237,6.409747758627854,7.517022435841743,1.6822458343931366,6.408194502770441,7.5174691390196005,6.4082552482244886,7.5174693920572215,6.408224394633401,7.517474642129853,6.408267814175264,7.517456902173928,3.6655702411181323e-05,8.869977962788766e-06,6.407708457242355,7.518732594662003,6.40831820095552,7.517264773925951,6.408106299089095,7.517741932765058,6.408328599138339,7.517213298176333,6.40831820095552,7.517264773925951,0.5850891700753027,6.4081871301666276,7.517655133450346,0.7208072322386792,0.7266546588926054,0.9014900073631409,0.8957040838231528,0.0037501727543344343,13,27.287031742248477,0.24086036808378825
1,33.5_1.txt,33.5,119.37974841200648,1918,16.058,0.159,0.226,0.226,nan,15.831830985915497,1891,0.06316388804868066,0.03158194402434033,34.47204306907188,2.1965368763584587,0.06840650996649018,0.09559148567179893,eta/xi,6.404739634017952,7.208040544027229,6.403881933276522,7.20757812461219,1.6612052087861835,6.404798074299337,7.207415399756028,1.108001181431235,6.404739634017952,7.208040544027229,6.404834450943676,7.207996238872928,6.404797268149643,7.208007518946085,6.40485379540987,7.20799548901376,5.708069595877774e-05,2.252750673470416e-05,6.404152051136782,7.209504486784865,6.404843565477112,7.207895246539127,6.404615013512742,7.20839793071233,6.404831164033019,7.207948087450202,6.404843565477112,7.207895246539127,0.5729117629157392,6.4048229133119206,7.208087346678991,0.7793553977503247,0.7895297830026619,1.244863521925366,1.2383604991774013,0.0063439870100755365,12,29.682634027258246,0.24370410786499705
2,33.5_2.txt,33.5,119.3828823313334,1951,16.334,0.26,0.327,0.327,nan,16.00732000000005,1912,0.06247141932565832,0.03123570966282916,34.45222358479693,2.6271143987179464,0.0649540285538639,0.0925956765261248,eta/xi,6.404666983702457,7.2098678174560025,6.403038630366557,7.209813860889899,1.9984608759219722,6.406600759489547,7.208988173988586,1.2821372060374066,6.404666983702457,7.2098678174560025,6.404666406155719,7.209796692246,6.4046546246638325,7.209820012001004,6.404665877206596,7.209793627115366,6.179519312254911e-06,3.709517031813547e-05,6.403703694510169,7.212176967899745,6.404697407805939,7.209706572986936,6.404378299249316,7.210466447834066,6.404693423575452,7.209716197144111,6.404697407805939,7.209706572986936,0.5672952017168645,6.404631624952258,7.209872447392304,0.7647831085449546,0.789111733440518,1.2419261854690011,1.2266746553958903,0.006388579001447808,13,25.378751030979554,0.23640722064162822
3,33.5_3.txt,33.5,119.382107887855,1964,16.443,0.461,0.536,0.536,nan,15.906906265919483,1900,0.06286577561235135,0.031432887806175674,34.31702564000912,2.993365933095571,0.06777818504760497,0.08980882802039691,eta/xi,6.402550127426185,7.210632534352987,6.400391791233235,7.211479059775083,2.30071270369888,6.404308874499852,7.210247577228812,1.4213617422422375,6.402550127426185,7.210632534352987,6.4025927267209655,7.210439594110593,6.402562760137569,7.21050121148747,6.402606085897033,7.210416414052575,2.797923542408043e-05,0.00010806015020614623,6.401578867406652,7.212961329853334,6.402547085967319,7.210445517426171,6.402228094340918,7.211217536779353,6.402535731499264,7.210442030086867,6.402547085967319,7.210445517426171,0.574949081120195,6.40264577338371,7.210434448522191,0.7803451349934928,0.7884229312152861,1.2374975515220963,1.224657533602412,0.005908125348152173,13,22.53347021831813,0.2621627588042028
4,33.5_4.txt,33.5,119.383045907214,1967,16.468,0.293,0.36,0.36,nan,16.10781485249242,1924,0.062081667138436616,0.031040833569218308,34.53569129537553,2.9325714502091182,0.060298453434287975,0.09694237860540172,eta/xi,6.403289124033514,7.211082456546949,6.401724583619758,7.21179654481134,2.226981186129829,6.405333343647942,7.210791460271067,1.3704143949130265,6.403289124033514,7.211082456546949,6.403345351427795,7.21083936499195,6.403311176797158,7.210915941555204,6.403370007024001,7.2108049744843745,4.044149524329299e-05,0.00013874103128719284,6.402367550790837,7.213369339882052,6.403393818091815,7.210709785782313,6.403056648147742,7.211545663899199,6.403410645551881,7.210674729152563,6.403393818091815,7.210709785782313,0.5848016488952755,6.4032897947995675,7.210949256346317,0.7931592913523383,0.7885065407501914,1.23794039855283,1.234552312387515,0.005324978466279113,13,23.620662245894223,0.2527805885046275
5,33.5_5.txt,33.5,119.37937328871311,1963,16.435,0.134,0.201,0.201,nan,16.23396024464831,1939,0.061599263822865416,0.030799631911432708,34.5611390753921,2.693170669243401,0.05436209167365605,0.10323913801271868,eta/xi,6.403276557415245,7.21019716870445,6.401391637765993,7.2101586702472105,2.015279470928765,6.405783916835648,7.210607119464103,1.258113054202881,6.403276557415245,7.21019716870445,6.403196303962407,7.209941312809805,6.403206927543207,7.21001898468906,6.403186499952971,7.20990006444163,4.502873113665373e-05,0.00014855213141018453,6.402431084571743,7.212178082666896,6.403165946761346,7.209863214613724,6.402920046818156,7.2106067574588355,6.403144712669405,7.209854515559808,6.403165946761346,7.209863214613724,0.5610484778349182,6.403231092400578,7.210005437584872,0.7596241051633665,0.7886970869562442,1.2392792872180003,1.2330622430576554,0.0038078339957413852,13,25.233313363702727,0.2645309842460877
1,36.0_1.txt,36.0,119.38325991189427,2440,20.43,0.042,0.101,0.101,nan,20.329483394833936,2428,0.0491896414964542,0.0245948207482271,37.73071654294115,3.130775427044896,0.09223671207391201,0.1294395671415959,eta/xi,6.40247503538457,6.977647960295225,6.4005603921258425,6.97880852074675,2.345859980111289,6.405276675079603,6.978355280149063,1.2948728194222483,6.40247503538457,6.977647960295225,6.40256699306208,6.977501150723852,6.402512839005616,6.977545161605921,6.402587216329395,6.977484966899705,5.609047241250664e-05,8.149669776003066e-05,6.401922830271231,6.978958512268111,6.40258458854419,6.97742001185318,6.40234066654377,6.977915525113355,6.402606322874936,6.977421106320947,6.40258458854419,6.97742001185318,0.5467227875552982,6.402544508097892,6.977564711775003,0.8360673951493175,0.8419332837542606,1.7386075677246733,1.7265308492245746,0.007909336757307078,11,23.880379005261922,0.23621502242385986
2,36.0_2.txt,36.0,119.38325991189427,2440,20.43,0.0,0.084,0.084,nan,20.34623616236161,2430,0.049149139527334025,0.024574569763667013,37.77865791294315,3.279282554069292,0.09448886519149077,0.12792192383170506,eta/xi,6.401894923793552,6.9779212936691435,6.4002841211749,6.978954765534804,2.3812079818007352,6.404050578104798,6.978885595523447,1.30311499664421,6.401894923793552,6.9779212936691435,6.401981501597035,6.9778054179342766,6.401931431286837,6.977841386258479,6.402006787341463,6.977801504617416,5.593177395546434e-05,5.989452586385724e-05,6.401307488462218,6.979384120486869,6.401983162520771,6.977718592048933,6.401737876464037,6.978249860647606,6.40199985133032,6.97773201323999,6.401983162520771,6.977718592048933,0.5590305181254195,6.401980146073433,6.977872057220293,0.8565917423715569,0.8417147741137232,1.7360316337878379,1.723982788429282,0.007873150020389855,11,23.75219217384553,0.25776518381768443
3,36.0_3.txt,36.0,119.38181640338438,2442,20.447,0.134,0.218,0.218,nan,20.229211388775074,2416,0.049433464349227525,0.024716732174613763,37.684789586595215,3.0988157423955327,0.09073140212505497,0.13148131544513134,eta/xi,6.40281358934934,6.978374174862637,6.401349981296392,6.9791577471026915,2.267361969565594,6.40475418351757,6.978836835368212,1.275429420994596,6.40281358934934,6.978374174862637,6.402919386685688,6.978243226364538,6.402865597996378,6.978282736797514,6.402941619970449,6.978221902853007,6.401531055466592e-05,7.613600481493066e-05,6.402372076149152,6.979384631425408,6.402982011268853,6.978165375276092,6.402755973684845,6.97857568778963,6.403009164212835,6.978119997176324,6.402982011268853,6.978165375276092,0.553476055509303,6.4028459705367275,6.978304313550935,0.8427276280927942,0.8418470832124905,1.7374365534571472,1.727401089488142,0.006578435780083485,11,23.93118490378877,0.2525167645915001
4,36.0_4.txt,36.0,119.37961739811145,2441,20.439,0.101,0.159,0.159,nan,20.279843852459038,2422,0.04931004436105383,0.024655022180526915,37.80469818691702,3.0243422781619955,0.08798280151281808,0.14130661491957963,eta/xi,6.401940490091154,6.977453710513406,6.400463676973976,6.978480238573363,2.16397633606884,6.403825110252841,6.9781023993290745,1.2204572544209318,6.401940490091154,6.977453710513406,6.402031718146817,6.977353316203893,6.401980167162404,6.977379440676765,6.402046691528444,6.977327575962864,5.310071864483845e-05,6.306727527105593e-05,6.401526044666619,6.978703690352758,6.402131055853552,6.977288822354725,6.401907488375174,6.977747323567726,6.402161699722194,6.977262616826074,6.402131055853552,6.977288822354725,0.5216102815235764,6.401911782947225,6.97740272237099,0.8028430171062424,0.8418395739654796,1.7375795455511929,1.7250019259429108,0.008744347967919256,11,24.66021958465988,0.2532454553171763
5,36.0_5.txt,36.0,119.38181640338438,2442,20.447,0.05,0.134,0.134,nan,20.31297623924619,2426,0.04922961501170494,0.02461480750585247,37.628265520707195,3.0486370012289994,0.09167309119675832,0.13007830378442584,eta/xi,6.402944084850206,6.978561816460779,6.401547858240317,6.9797323460597696,2.228797924044027,6.405223949734331,6.9787822934289,1.2418248578195281,6.402944084850206,6.978561816460779,6.403006755745149,6.978482197236329,6.402965281514882,6.9785051385818235,6.403025022384146,6.978491227247092,4.046876696994772e-05,3.980961222493917e-05,6.402425837012329,6.979914614199998,6.403039991797643,6.978537908564619,6.402814865353487,6.978988042013653,6.403059114315813,6.978551764224454,6.403039991797643,6.978537908564619,0.5495966544144812,6.402966253968607,6.978435179785372,0.8372957628097505,0.841836125974357,1.737264064472109,1.7322922538338332,0.008169446887167081,11,24.019022184603756,0.2612625981189579
